sep=;
tinh;khu_vuc;loai_hinh;muc_dich;ky;gia_m2_trieu;gia_thap_trieu;gia_cao_trieu;nguon;cap_nhat;so_mau;nguon_link;mau_so;vi_tri
Quảng Trị;;Shophouse / Nhà phố thương mại;ban;2024-11;;;;;;;;san;
Quảng Trị;;Shophouse / Nhà phố thương mại;ban;2024-12;;;;;;;;san;
Quảng Trị;;Shophouse / Nhà phố thương mại;ban;2025-01;;;;;;;;san;
Quảng Trị;;Shophouse / Nhà phố thương mại;ban;2025-02;;;;;;;;san;
Quảng Trị;;Shophouse / Nhà phố thương mại;ban;2025-03;;;;;;;;san;
Quảng Trị;;Shophouse / Nhà phố thương mại;ban;2025-04;;;;;;;;san;
Quảng Trị;;Shophouse / Nhà phố thương mại;ban;2025-05;;;;;;;;san;
Quảng Trị;;Shophouse / Nhà phố thương mại;ban;2025-06;;;;;;;;san;
Quảng Trị;;Shophouse / Nhà phố thương mại;ban;2025-07;;;;;;;;san;
Quảng Trị;;Shophouse / Nhà phố thương mại;ban;2025-08;;;;;;;;san;
Quảng Trị;;Shophouse / Nhà phố thương mại;ban;2025-09;;;;;;;;san;
Quảng Trị;;Shophouse / Nhà phố thương mại;ban;2025-10;;;;;;;;san;
Quảng Trị;;Shophouse / Nhà phố thương mại;ban;2025-11;;;;;;;;san;
Quảng Trị;;Shophouse / Nhà phố thương mại;ban;2025-12;;;;;;;;san;
Quảng Trị;;Shophouse / Nhà phố thương mại;ban;2026-01;;;;;;;;san;
Quảng Trị;;Shophouse / Nhà phố thương mại;ban;2026-02;;;;;;;;san;
Quảng Trị;;Shophouse / Nhà phố thương mại;ban;2026-03;;;;;;;;san;
Quảng Trị;;Shophouse / Nhà phố thương mại;ban;2026-04;;;;;;;;san;
Quảng Trị;;Shophouse / Nhà phố thương mại;ban;2026-05;;;;;;;;san;
Quảng Trị;;Shophouse / Nhà phố thương mại;ban;2026-06;;;;;;;;san;
Quảng Trị;;Shophouse / Nhà phố thương mại;ban;2026-07;;;;;;;;san;
Quảng Trị;;Shophouse / Nhà phố thương mại;ban;2026-08;;;;;;;;san;
Quảng Trị;;Shophouse / Nhà phố thương mại;ban;2026-09;;;;;;;;san;
Quảng Trị;;Thuê đất / Nhà xưởng / Kho bãi;thue;2024-10;;;;;;;;dat;
Quảng Trị;;Thuê đất / Nhà xưởng / Kho bãi;thue;2024-11;;;;;;;;dat;
Quảng Trị;;Thuê đất / Nhà xưởng / Kho bãi;thue;2024-12;;;;;;;;dat;
Quảng Trị;;Thuê đất / Nhà xưởng / Kho bãi;thue;2025-01;;;;;;;;dat;
Quảng Trị;;Thuê đất / Nhà xưởng / Kho bãi;thue;2025-02;;;;;;;;dat;
Quảng Trị;;Thuê đất / Nhà xưởng / Kho bãi;thue;2025-03;;;;;;;;dat;
Quảng Trị;;Thuê đất / Nhà xưởng / Kho bãi;thue;2025-04;;;;;;;;dat;
Quảng Trị;;Thuê đất / Nhà xưởng / Kho bãi;thue;2025-05;;;;;;;;dat;
Quảng Trị;;Thuê đất / Nhà xưởng / Kho bãi;thue;2025-06;;;;;;;;dat;
Quảng Trị;;Thuê đất / Nhà xưởng / Kho bãi;thue;2025-07;;;;;;;;dat;
Quảng Trị;;Thuê đất / Nhà xưởng / Kho bãi;thue;2025-08;;;;;;;;dat;
Quảng Trị;;Thuê đất / Nhà xưởng / Kho bãi;thue;2025-09;;;;;;;;dat;
Quảng Trị;;Thuê đất / Nhà xưởng / Kho bãi;thue;2025-10;;;;;;;;dat;
Quảng Trị;;Thuê đất / Nhà xưởng / Kho bãi;thue;2025-11;;;;;;;;dat;
Quảng Trị;;Thuê đất / Nhà xưởng / Kho bãi;thue;2025-12;;;;;;;;dat;
Quảng Trị;;Thuê đất / Nhà xưởng / Kho bãi;thue;2026-01;;;;;;;;dat;
Quảng Trị;;Thuê đất / Nhà xưởng / Kho bãi;thue;2026-02;;;;;;;;dat;
Quảng Trị;;Thuê đất / Nhà xưởng / Kho bãi;thue;2026-03;;;;;;;;dat;
Quảng Trị;;Thuê đất / Nhà xưởng / Kho bãi;thue;2026-04;;;;;;;;dat;
Quảng Trị;;Thuê đất / Nhà xưởng / Kho bãi;thue;2026-05;;;;;;;;dat;
Quảng Trị;;Thuê đất / Nhà xưởng / Kho bãi;thue;2026-06;;;;;;;;dat;
Quảng Trị;;Thuê đất / Nhà xưởng / Kho bãi;thue;2026-07;;;;;;;;dat;
Quảng Trị;;Thuê đất / Nhà xưởng / Kho bãi;thue;2026-08;;;;;;;;dat;
Quảng Trị;;Thuê đất / Nhà xưởng / Kho bãi;thue;2026-09;;;;;;;;dat;
Quảng Trị;Xã Nam Cửa Việt;Đất nền / Đất nền dự án;ban;2024-10;;;;;;;;dat;
Quảng Trị;Xã Nam Cửa Việt;Đất nền / Đất nền dự án;ban;2024-11;;;;;;;;dat;
Quảng Trị;Xã Nam Cửa Việt;Đất nền / Đất nền dự án;ban;2024-12;;;;;;;;dat;
Quảng Trị;Xã Nam Cửa Việt;Đất nền / Đất nền dự án;ban;2025-01;;;;;;;;dat;
Quảng Trị;Xã Nam Cửa Việt;Đất nền / Đất nền dự án;ban;2025-02;;;;;;;;dat;
Quảng Trị;Xã Nam Cửa Việt;Đất nền / Đất nền dự án;ban;2025-03;;;;;;;;dat;
Quảng Trị;Xã Nam Cửa Việt;Đất nền / Đất nền dự án;ban;2025-04;;;;;;;;dat;
Quảng Trị;Xã Nam Cửa Việt;Đất nền / Đất nền dự án;ban;2025-05;;;;;;;;dat;
Quảng Trị;Xã Nam Cửa Việt;Đất nền / Đất nền dự án;ban;2025-06;;;;;;;;dat;
Quảng Trị;Xã Nam Cửa Việt;Đất nền / Đất nền dự án;ban;2025-07;;;;;;;;dat;
Quảng Trị;Xã Nam Cửa Việt;Đất nền / Đất nền dự án;ban;2025-08;;;;;;;;dat;
Quảng Trị;Xã Nam Cửa Việt;Đất nền / Đất nền dự án;ban;2025-09;;;;;;;;dat;
Quảng Trị;Xã Nam Cửa Việt;Đất nền / Đất nền dự án;ban;2025-10;;;;;;;;dat;
Quảng Trị;Xã Nam Cửa Việt;Đất nền / Đất nền dự án;ban;2025-11;;;;;;;;dat;
Quảng Trị;Xã Nam Cửa Việt;Đất nền / Đất nền dự án;ban;2025-12;;;;;;;;dat;
Quảng Trị;Xã Nam Cửa Việt;Đất nền / Đất nền dự án;ban;2026-01;;;;;;;;dat;
Quảng Trị;Xã Nam Cửa Việt;Đất nền / Đất nền dự án;ban;2026-02;;;;;;;;dat;
Quảng Trị;Xã Nam Cửa Việt;Đất nền / Đất nền dự án;ban;2026-03;;;;;;;;dat;
Quảng Trị;Xã Nam Cửa Việt;Đất nền / Đất nền dự án;ban;2026-04;;;;;;;;dat;
Quảng Trị;Xã Nam Cửa Việt;Đất nền / Đất nền dự án;ban;2026-05;;;;;;;;dat;
Quảng Trị;Xã Nam Cửa Việt;Đất nền / Đất nền dự án;ban;2026-06;;;;;;;;dat;
Quảng Trị;Xã Nam Cửa Việt;Đất nền / Đất nền dự án;ban;2026-07;;;;;;;;dat;
Quảng Trị;Xã Nam Cửa Việt;Đất nền / Đất nền dự án;ban;2026-08;;;;;;;;dat;
Quảng Trị;Xã Nam Cửa Việt;Đất nền / Đất nền dự án;ban;2026-09;;;;;;;;dat;
Đà Nẵng;Phường Ngũ Hành Sơn;Căn hộ;thue;2024-10;;;;;;;;can;
Đà Nẵng;Phường Ngũ Hành Sơn;Căn hộ;thue;2024-11;;;;;;;;can;
Đà Nẵng;Phường Ngũ Hành Sơn;Căn hộ;thue;2024-12;;;;;;;;can;
Đà Nẵng;Phường Ngũ Hành Sơn;Căn hộ;thue;2025-01;;;;;;;;can;
Đà Nẵng;Phường Ngũ Hành Sơn;Căn hộ;thue;2025-02;;;;;;;;can;
Đà Nẵng;Phường Ngũ Hành Sơn;Căn hộ;thue;2025-03;;;;;;;;can;
Đà Nẵng;Phường Ngũ Hành Sơn;Căn hộ;thue;2025-04;;;;;;;;can;
Đà Nẵng;Phường Ngũ Hành Sơn;Căn hộ;thue;2025-05;;;;;;;;can;
Đà Nẵng;Phường Ngũ Hành Sơn;Căn hộ;thue;2025-06;;;;;;;;can;
Đà Nẵng;Phường Ngũ Hành Sơn;Căn hộ;thue;2025-07;;;;;;;;can;
Đà Nẵng;Phường Ngũ Hành Sơn;Căn hộ;thue;2025-08;;;;;;;;can;
Đà Nẵng;Phường Ngũ Hành Sơn;Căn hộ;thue;2025-09;;;;;;;;can;
Đà Nẵng;Phường Ngũ Hành Sơn;Căn hộ;thue;2025-10;;;;;;;;can;
Đà Nẵng;Phường Ngũ Hành Sơn;Căn hộ;thue;2025-11;;;;;;;;can;
Đà Nẵng;Phường Ngũ Hành Sơn;Căn hộ;thue;2025-12;;;;;;;;can;
Đà Nẵng;Phường Ngũ Hành Sơn;Căn hộ;thue;2026-01;;;;;;;;can;
Đà Nẵng;Phường Ngũ Hành Sơn;Căn hộ;thue;2026-02;;;;;;;;can;
Đà Nẵng;Phường Ngũ Hành Sơn;Căn hộ;thue;2026-03;;;;;;;;can;
Đà Nẵng;Phường Ngũ Hành Sơn;Căn hộ;thue;2026-04;;;;;;;;can;
Đà Nẵng;Phường Ngũ Hành Sơn;Căn hộ;thue;2026-05;;;;;;;;can;
Đà Nẵng;Phường Ngũ Hành Sơn;Căn hộ;thue;2026-06;;;;;;;;can;
Đà Nẵng;Phường Ngũ Hành Sơn;Căn hộ;thue;2026-07;;;;;;;;can;
Đà Nẵng;Phường Ngũ Hành Sơn;Căn hộ;thue;2026-08;;;;;;;;can;
Đà Nẵng;Phường Ngũ Hành Sơn;Căn hộ;thue;2026-09;;;;;;;;can;
Đà Nẵng;Phường Hòa Xuân;Nhà mặt phố;ban;2024-10;;;;;;;;san;
Đà Nẵng;Phường Hòa Xuân;Nhà mặt phố;ban;2024-11;;;;;;;;san;
Đà Nẵng;Phường Hòa Xuân;Nhà mặt phố;ban;2024-12;;;;;;;;san;
Đà Nẵng;Phường Hòa Xuân;Nhà mặt phố;ban;2025-01;;;;;;;;san;
Đà Nẵng;Phường Hòa Xuân;Nhà mặt phố;ban;2025-02;;;;;;;;san;
Đà Nẵng;Phường Hòa Xuân;Nhà mặt phố;ban;2025-03;;;;;;;;san;
Đà Nẵng;Phường Hòa Xuân;Nhà mặt phố;ban;2025-04;;;;;;;;san;
Đà Nẵng;Phường Hòa Xuân;Nhà mặt phố;ban;2025-05;;;;;;;;san;
Đà Nẵng;Phường Hòa Xuân;Nhà mặt phố;ban;2025-06;;;;;;;;san;
Đà Nẵng;Phường Hòa Xuân;Nhà mặt phố;ban;2025-07;;;;;;;;san;
Đà Nẵng;Phường Hòa Xuân;Nhà mặt phố;ban;2025-08;;;;;;;;san;
Đà Nẵng;Phường Hòa Xuân;Nhà mặt phố;ban;2025-09;;;;;;;;san;
Đà Nẵng;Phường Hòa Xuân;Nhà mặt phố;ban;2025-10;;;;;;;;san;
Đà Nẵng;Phường Hòa Xuân;Nhà mặt phố;ban;2025-11;;;;;;;;san;
Đà Nẵng;Phường Hòa Xuân;Nhà mặt phố;ban;2025-12;;;;;;;;san;
Đà Nẵng;Phường Hòa Xuân;Nhà mặt phố;ban;2026-01;;;;;;;;san;
Đà Nẵng;Phường Hòa Xuân;Nhà mặt phố;ban;2026-02;;;;;;;;san;
Đà Nẵng;Phường Hòa Xuân;Nhà mặt phố;ban;2026-03;;;;;;;;san;
Đà Nẵng;Phường Hòa Xuân;Nhà mặt phố;ban;2026-04;;;;;;;;san;
Đà Nẵng;Phường Hòa Xuân;Nhà mặt phố;ban;2026-05;;;;;;;;san;
Đà Nẵng;Phường Hòa Xuân;Nhà mặt phố;ban;2026-06;;;;;;;;san;
Đà Nẵng;Phường Hòa Xuân;Nhà mặt phố;ban;2026-07;;;;;;;;san;
Đà Nẵng;Phường Hòa Xuân;Nhà mặt phố;ban;2026-08;;;;;;;;san;
Đà Nẵng;Phường Hòa Xuân;Nhà mặt phố;ban;2026-09;;;;;;;;san;
Gia Lai;Phường Quy Nhơn Đông;Căn hộ;ban;2024-10;;;;;;;;can;
Gia Lai;Phường Quy Nhơn Đông;Căn hộ;ban;2024-11;;;;;;;;can;
Gia Lai;Phường Quy Nhơn Đông;Căn hộ;ban;2024-12;;;;;;;;can;
Gia Lai;Phường Quy Nhơn Đông;Căn hộ;ban;2025-01;;;;;;;;can;
Gia Lai;Phường Quy Nhơn Đông;Căn hộ;ban;2025-02;;;;;;;;can;
Gia Lai;Phường Quy Nhơn Đông;Căn hộ;ban;2025-03;;;;;;;;can;
Gia Lai;Phường Quy Nhơn Đông;Căn hộ;ban;2025-04;;;;;;;;can;
Gia Lai;Phường Quy Nhơn Đông;Căn hộ;ban;2025-05;;;;;;;;can;
Gia Lai;Phường Quy Nhơn Đông;Căn hộ;ban;2025-06;;;;;;;;can;
Gia Lai;Phường Quy Nhơn Đông;Căn hộ;ban;2025-07;;;;;;;;can;
Gia Lai;Phường Quy Nhơn Đông;Căn hộ;ban;2025-08;;;;;;;;can;
Gia Lai;Phường Quy Nhơn Đông;Căn hộ;ban;2025-09;;;;;;;;can;
Gia Lai;Phường Quy Nhơn Đông;Căn hộ;ban;2025-10;;;;;;;;can;
Gia Lai;Phường Quy Nhơn Đông;Căn hộ;ban;2025-11;;;;;;;;can;
Gia Lai;Phường Quy Nhơn Đông;Căn hộ;ban;2025-12;;;;;;;;can;
Gia Lai;Phường Quy Nhơn Đông;Căn hộ;ban;2026-01;;;;;;;;can;
Gia Lai;Phường Quy Nhơn Đông;Căn hộ;ban;2026-02;;;;;;;;can;
Gia Lai;Phường Quy Nhơn Đông;Căn hộ;ban;2026-03;;;;;;;;can;
Gia Lai;Phường Quy Nhơn Đông;Căn hộ;ban;2026-04;;;;;;;;can;
Gia Lai;Phường Quy Nhơn Đông;Căn hộ;ban;2026-05;;;;;;;;can;
Gia Lai;Phường Quy Nhơn Đông;Căn hộ;ban;2026-06;;;;;;;;can;
Gia Lai;Phường Quy Nhơn Đông;Căn hộ;ban;2026-07;;;;;;;;can;
Gia Lai;Phường Quy Nhơn Đông;Căn hộ;ban;2026-08;;;;;;;;can;
Gia Lai;Phường Quy Nhơn Đông;Căn hộ;ban;2026-09;;;;;;;;can;
Huế;Phường An Cựu;Nhà phố thương mại;thue;2024-10;;;;;;;;san;
Huế;Phường An Cựu;Nhà phố thương mại;thue;2024-11;;;;;;;;san;
Huế;Phường An Cựu;Nhà phố thương mại;thue;2024-12;;;;;;;;san;
Huế;Phường An Cựu;Nhà phố thương mại;thue;2025-01;;;;;;;;san;
Huế;Phường An Cựu;Nhà phố thương mại;thue;2025-02;;;;;;;;san;
Huế;Phường An Cựu;Nhà phố thương mại;thue;2025-03;;;;;;;;san;
Huế;Phường An Cựu;Nhà phố thương mại;thue;2025-04;;;;;;;;san;
Huế;Phường An Cựu;Nhà phố thương mại;thue;2025-05;;;;;;;;san;
Huế;Phường An Cựu;Nhà phố thương mại;thue;2025-06;;;;;;;;san;
Huế;Phường An Cựu;Nhà phố thương mại;thue;2025-07;;;;;;;;san;
Huế;Phường An Cựu;Nhà phố thương mại;thue;2025-08;;;;;;;;san;
Huế;Phường An Cựu;Nhà phố thương mại;thue;2025-09;;;;;;;;san;
Huế;Phường An Cựu;Nhà phố thương mại;thue;2025-10;;;;;;;;san;
Huế;Phường An Cựu;Nhà phố thương mại;thue;2025-11;;;;;;;;san;
Huế;Phường An Cựu;Nhà phố thương mại;thue;2025-12;;;;;;;;san;
Huế;Phường An Cựu;Nhà phố thương mại;thue;2026-01;;;;;;;;san;
Huế;Phường An Cựu;Nhà phố thương mại;thue;2026-02;;;;;;;;san;
Huế;Phường An Cựu;Nhà phố thương mại;thue;2026-03;;;;;;;;san;
Huế;Phường An Cựu;Nhà phố thương mại;thue;2026-04;;;;;;;;san;
Huế;Phường An Cựu;Nhà phố thương mại;thue;2026-05;;;;;;;;san;
Huế;Phường An Cựu;Nhà phố thương mại;thue;2026-06;;;;;;;;san;
Huế;Phường An Cựu;Nhà phố thương mại;thue;2026-07;;;;;;;;san;
Huế;Phường An Cựu;Nhà phố thương mại;thue;2026-08;;;;;;;;san;
Huế;Phường An Cựu;Nhà phố thương mại;thue;2026-09;;;;;;;;san;
Lâm Đồng;Phường Tiến Thành;Nhà biệt thự / Liền kề;ban;2024-10;;;;;;;;san;
Lâm Đồng;Phường Tiến Thành;Nhà biệt thự / Liền kề;ban;2024-11;;;;;;;;san;
Lâm Đồng;Phường Tiến Thành;Nhà biệt thự / Liền kề;ban;2024-12;;;;;;;;san;
Lâm Đồng;Phường Tiến Thành;Nhà biệt thự / Liền kề;ban;2025-01;;;;;;;;san;
Lâm Đồng;Phường Tiến Thành;Nhà biệt thự / Liền kề;ban;2025-02;;;;;;;;san;
Lâm Đồng;Phường Tiến Thành;Nhà biệt thự / Liền kề;ban;2025-03;;;;;;;;san;
Lâm Đồng;Phường Tiến Thành;Nhà biệt thự / Liền kề;ban;2025-04;;;;;;;;san;
Lâm Đồng;Phường Tiến Thành;Nhà biệt thự / Liền kề;ban;2025-05;;;;;;;;san;
Lâm Đồng;Phường Tiến Thành;Nhà biệt thự / Liền kề;ban;2025-06;;;;;;;;san;
Lâm Đồng;Phường Tiến Thành;Nhà biệt thự / Liền kề;ban;2025-07;;;;;;;;san;
Lâm Đồng;Phường Tiến Thành;Nhà biệt thự / Liền kề;ban;2025-08;;;;;;;;san;
Lâm Đồng;Phường Tiến Thành;Nhà biệt thự / Liền kề;ban;2025-09;;;;;;;;san;
Lâm Đồng;Phường Tiến Thành;Nhà biệt thự / Liền kề;ban;2025-10;;;;;;;;san;
Lâm Đồng;Phường Tiến Thành;Nhà biệt thự / Liền kề;ban;2025-11;;;;;;;;san;
Lâm Đồng;Phường Tiến Thành;Nhà biệt thự / Liền kề;ban;2025-12;;;;;;;;san;
Lâm Đồng;Phường Tiến Thành;Nhà biệt thự / Liền kề;ban;2026-01;;;;;;;;san;
Lâm Đồng;Phường Tiến Thành;Nhà biệt thự / Liền kề;ban;2026-02;;;;;;;;san;
Lâm Đồng;Phường Tiến Thành;Nhà biệt thự / Liền kề;ban;2026-03;;;;;;;;san;
Lâm Đồng;Phường Tiến Thành;Nhà biệt thự / Liền kề;ban;2026-04;;;;;;;;san;
Lâm Đồng;Phường Tiến Thành;Nhà biệt thự / Liền kề;ban;2026-05;;;;;;;;san;
Lâm Đồng;Phường Tiến Thành;Nhà biệt thự / Liền kề;ban;2026-06;;;;;;;;san;
Lâm Đồng;Phường Tiến Thành;Nhà biệt thự / Liền kề;ban;2026-07;;;;;;;;san;
Lâm Đồng;Phường Tiến Thành;Nhà biệt thự / Liền kề;ban;2026-08;;;;;;;;san;
Lâm Đồng;Phường Tiến Thành;Nhà biệt thự / Liền kề;ban;2026-09;;;;;;;;san;
Đà Nẵng;Phường Ngũ Hành Sơn;Căn hộ;ban;2024-10;;;;;;;;can;
Đà Nẵng;Phường Ngũ Hành Sơn;Căn hộ;ban;2024-11;;;;;;;;can;
Đà Nẵng;Phường Ngũ Hành Sơn;Căn hộ;ban;2024-12;;;;;;;;can;
Đà Nẵng;Phường Ngũ Hành Sơn;Căn hộ;ban;2025-01;;;;;;;;can;
Đà Nẵng;Phường Ngũ Hành Sơn;Căn hộ;ban;2025-02;;;;;;;;can;
Đà Nẵng;Phường Ngũ Hành Sơn;Căn hộ;ban;2025-03;;;;;;;;can;
Đà Nẵng;Phường Ngũ Hành Sơn;Căn hộ;ban;2025-04;;;;;;;;can;
Đà Nẵng;Phường Ngũ Hành Sơn;Căn hộ;ban;2025-05;;;;;;;;can;
Đà Nẵng;Phường Ngũ Hành Sơn;Căn hộ;ban;2025-06;;;;;;;;can;
Đà Nẵng;Phường Ngũ Hành Sơn;Căn hộ;ban;2025-07;;;;;;;;can;
Đà Nẵng;Phường Ngũ Hành Sơn;Căn hộ;ban;2025-08;;;;;;;;can;
Đà Nẵng;Phường Ngũ Hành Sơn;Căn hộ;ban;2025-09;;;;;;;;can;
Đà Nẵng;Phường Ngũ Hành Sơn;Căn hộ;ban;2025-10;;;;;;;;can;
Đà Nẵng;Phường Ngũ Hành Sơn;Căn hộ;ban;2025-11;;;;;;;;can;
Đà Nẵng;Phường Ngũ Hành Sơn;Căn hộ;ban;2025-12;;;;;;;;can;
Đà Nẵng;Phường Ngũ Hành Sơn;Căn hộ;ban;2026-01;;;;;;;;can;
Đà Nẵng;Phường Ngũ Hành Sơn;Căn hộ;ban;2026-02;;;;;;;;can;
Đà Nẵng;Phường Ngũ Hành Sơn;Căn hộ;ban;2026-03;;;;;;;;can;
Đà Nẵng;Phường Ngũ Hành Sơn;Căn hộ;ban;2026-04;;;;;;;;can;
Đà Nẵng;Phường Ngũ Hành Sơn;Căn hộ;ban;2026-05;;;;;;;;can;
Đà Nẵng;Phường Ngũ Hành Sơn;Căn hộ;ban;2026-06;;;;;;;;can;
Đà Nẵng;Phường Ngũ Hành Sơn;Căn hộ;ban;2026-07;;;;;;;;can;
Đà Nẵng;Phường Ngũ Hành Sơn;Căn hộ;ban;2026-08;;;;;;;;can;
Đà Nẵng;Phường Ngũ Hành Sơn;Căn hộ;ban;2026-09;;;;;;;;can;
Đà Nẵng;Phường An Hải;Đất nền / Đất nền dự án;ban;2024-10;;;;;;;;dat;
Đà Nẵng;Phường An Hải;Đất nền / Đất nền dự án;ban;2024-11;;;;;;;;dat;
Đà Nẵng;Phường An Hải;Đất nền / Đất nền dự án;ban;2024-12;;;;;;;;dat;
Đà Nẵng;Phường An Hải;Đất nền / Đất nền dự án;ban;2025-01;;;;;;;;dat;
Đà Nẵng;Phường An Hải;Đất nền / Đất nền dự án;ban;2025-02;;;;;;;;dat;
Đà Nẵng;Phường An Hải;Đất nền / Đất nền dự án;ban;2025-03;;;;;;;;dat;
Đà Nẵng;Phường An Hải;Đất nền / Đất nền dự án;ban;2025-04;;;;;;;;dat;
Đà Nẵng;Phường An Hải;Đất nền / Đất nền dự án;ban;2025-05;;;;;;;;dat;
Đà Nẵng;Phường An Hải;Đất nền / Đất nền dự án;ban;2025-06;;;;;;;;dat;
Đà Nẵng;Phường An Hải;Đất nền / Đất nền dự án;ban;2025-07;;;;;;;;dat;
Đà Nẵng;Phường An Hải;Đất nền / Đất nền dự án;ban;2025-08;;;;;;;;dat;
Đà Nẵng;Phường An Hải;Đất nền / Đất nền dự án;ban;2025-09;;;;;;;;dat;
Đà Nẵng;Phường An Hải;Đất nền / Đất nền dự án;ban;2025-10;;;;;;;;dat;
Đà Nẵng;Phường An Hải;Đất nền / Đất nền dự án;ban;2025-11;;;;;;;;dat;
Đà Nẵng;Phường An Hải;Đất nền / Đất nền dự án;ban;2025-12;;;;;;;;dat;
Đà Nẵng;Phường An Hải;Đất nền / Đất nền dự án;ban;2026-01;;;;;;;;dat;
Đà Nẵng;Phường An Hải;Đất nền / Đất nền dự án;ban;2026-02;;;;;;;;dat;
Đà Nẵng;Phường An Hải;Đất nền / Đất nền dự án;ban;2026-03;;;;;;;;dat;
Đà Nẵng;Phường An Hải;Đất nền / Đất nền dự án;ban;2026-04;;;;;;;;dat;
Đà Nẵng;Phường An Hải;Đất nền / Đất nền dự án;ban;2026-05;;;;;;;;dat;
Đà Nẵng;Phường An Hải;Đất nền / Đất nền dự án;ban;2026-06;;;;;;;;dat;
Đà Nẵng;Phường An Hải;Đất nền / Đất nền dự án;ban;2026-07;;;;;;;;dat;
Đà Nẵng;Phường An Hải;Đất nền / Đất nền dự án;ban;2026-08;;;;;;;;dat;
Đà Nẵng;Phường An Hải;Đất nền / Đất nền dự án;ban;2026-09;;;;;;;;dat;
Đà Nẵng;Phường Ngũ Hành Sơn;Đất nền / Đất nền dự án;ban;2024-10;;;;;;;;dat;
Đà Nẵng;Phường Ngũ Hành Sơn;Đất nền / Đất nền dự án;ban;2024-11;;;;;;;;dat;
Đà Nẵng;Phường Ngũ Hành Sơn;Đất nền / Đất nền dự án;ban;2024-12;;;;;;;;dat;
Đà Nẵng;Phường Ngũ Hành Sơn;Đất nền / Đất nền dự án;ban;2025-01;;;;;;;;dat;
Đà Nẵng;Phường Ngũ Hành Sơn;Đất nền / Đất nền dự án;ban;2025-02;;;;;;;;dat;
Đà Nẵng;Phường Ngũ Hành Sơn;Đất nền / Đất nền dự án;ban;2025-03;;;;;;;;dat;
Đà Nẵng;Phường Ngũ Hành Sơn;Đất nền / Đất nền dự án;ban;2025-04;;;;;;;;dat;
Đà Nẵng;Phường Ngũ Hành Sơn;Đất nền / Đất nền dự án;ban;2025-05;;;;;;;;dat;
Đà Nẵng;Phường Ngũ Hành Sơn;Đất nền / Đất nền dự án;ban;2025-06;;;;;;;;dat;
Đà Nẵng;Phường Ngũ Hành Sơn;Đất nền / Đất nền dự án;ban;2025-07;;;;;;;;dat;
Đà Nẵng;Phường Ngũ Hành Sơn;Đất nền / Đất nền dự án;ban;2025-08;;;;;;;;dat;
Đà Nẵng;Phường Ngũ Hành Sơn;Đất nền / Đất nền dự án;ban;2025-09;;;;;;;;dat;
Đà Nẵng;Phường Ngũ Hành Sơn;Đất nền / Đất nền dự án;ban;2025-10;;;;;;;;dat;
Đà Nẵng;Phường Ngũ Hành Sơn;Đất nền / Đất nền dự án;ban;2025-11;;;;;;;;dat;
Đà Nẵng;Phường Ngũ Hành Sơn;Đất nền / Đất nền dự án;ban;2025-12;;;;;;;;dat;
Đà Nẵng;Phường Ngũ Hành Sơn;Đất nền / Đất nền dự án;ban;2026-01;;;;;;;;dat;
Đà Nẵng;Phường Ngũ Hành Sơn;Đất nền / Đất nền dự án;ban;2026-02;;;;;;;;dat;
Đà Nẵng;Phường Ngũ Hành Sơn;Đất nền / Đất nền dự án;ban;2026-03;;;;;;;;dat;
Đà Nẵng;Phường Ngũ Hành Sơn;Đất nền / Đất nền dự án;ban;2026-04;;;;;;;;dat;
Đà Nẵng;Phường Ngũ Hành Sơn;Đất nền / Đất nền dự án;ban;2026-05;;;;;;;;dat;
Đà Nẵng;Phường Ngũ Hành Sơn;Đất nền / Đất nền dự án;ban;2026-06;;;;;;;;dat;
Đà Nẵng;Phường Ngũ Hành Sơn;Đất nền / Đất nền dự án;ban;2026-07;;;;;;;;dat;
Đà Nẵng;Phường Ngũ Hành Sơn;Đất nền / Đất nền dự án;ban;2026-08;;;;;;;;dat;
Đà Nẵng;Phường Ngũ Hành Sơn;Đất nền / Đất nền dự án;ban;2026-09;;;;;;;;dat;
Đà Nẵng;Phường Thanh Khê;Nhà mặt phố;ban;2024-10;;;;;;;;san;
Đà Nẵng;Phường Thanh Khê;Nhà mặt phố;ban;2024-11;;;;;;;;san;
Đà Nẵng;Phường Thanh Khê;Nhà mặt phố;ban;2024-12;;;;;;;;san;
Đà Nẵng;Phường Thanh Khê;Nhà mặt phố;ban;2025-01;;;;;;;;san;
Đà Nẵng;Phường Thanh Khê;Nhà mặt phố;ban;2025-02;;;;;;;;san;
Đà Nẵng;Phường Thanh Khê;Nhà mặt phố;ban;2025-03;;;;;;;;san;
Đà Nẵng;Phường Thanh Khê;Nhà mặt phố;ban;2025-04;;;;;;;;san;
Đà Nẵng;Phường Thanh Khê;Nhà mặt phố;ban;2025-05;;;;;;;;san;
Đà Nẵng;Phường Thanh Khê;Nhà mặt phố;ban;2025-06;;;;;;;;san;
Đà Nẵng;Phường Thanh Khê;Nhà mặt phố;ban;2025-07;;;;;;;;san;
Đà Nẵng;Phường Thanh Khê;Nhà mặt phố;ban;2025-08;;;;;;;;san;
Đà Nẵng;Phường Thanh Khê;Nhà mặt phố;ban;2025-09;;;;;;;;san;
Đà Nẵng;Phường Thanh Khê;Nhà mặt phố;ban;2025-10;;;;;;;;san;
Đà Nẵng;Phường Thanh Khê;Nhà mặt phố;ban;2025-11;;;;;;;;san;
